speaker_id,utterance,start,end
SPEAKER_00," Watch what happens this time when the counselor keeps the conversation focused on the student's own goals and values,  encouraging her to think about what behaviors fit best with her own plans for the future.",1.484,11.518
SPEAKER_01," Hi Andrea, thanks for coming in.",13.309,14.919
SPEAKER_01, Thank you.,15.102,15.429
SPEAKER_01," So I don't know how much you know already about sort of my role here and why you're even here,  so I thought I'd start by telling you a little bit about myself, basically.",16.0,24.739
SPEAKER_01, My job is to meet with all of the students.,25.241,27.55
SPEAKER_01,"I meet with everybody about once or twice a semester  and just talk with you a little bit about how things are going, different behaviors that you might be engaging in,  and thinking about any changes you might want to make for your life if you decide that you do.",27.57,41.0
SPEAKER_01, It's not my job to change you.,41.281,43.149
SPEAKER_01,I couldn't even if I wanted to.,43.169,44.775
SPEAKER_01,That's not my role at all.,44.855,45.96
SPEAKER_01, It's really to help you think about how things are going for you and how you might like making changes or moving forward.,46.301,53.86
SPEAKER_01, Does that sound okay?,54.082,54.776
SPEAKER_01, Yeah.,55.816,55.959
SPEAKER_01," All right, so why don't we start by you telling me a little bit about yourself.",56.02,58.698
SPEAKER_01, Sure.,59.08,59.321
SPEAKER_01,"As you know, I'm Andrea.",60.304,61.467
SPEAKER_01,I'm a junior.,62.169,63.433
SPEAKER_01,I'm in the marching band.,63.734,64.897
SPEAKER_01,I play the center sax.,65.017,65.92
SPEAKER_00," Oh, neat.",66.551,66.878
SPEAKER_01," Yeah, I'm also in the, I'm a little bit of a band geek.",67.04,69.328
SPEAKER_01,"I play, you know, the wind ensemble and the jazz band, things like that.",69.849,73.0
SPEAKER_01," Wow, you really are involved in music.",73.646,74.98
SPEAKER_01, Yeah.,75.02,75.163
SPEAKER_01, When did you start?,76.626,77.333
SPEAKER_01," I started playing about ten years ago, actually.",78.04,79.98
SPEAKER_01, Wow.,80.0,80.061
SPEAKER_01," Yeah, I started on the violin first, and then I went on, explored a little with the piano, clarinet, finally found the tenor sax.",81.261,88.559
SPEAKER_01, Very cool.,90.648,91.312
SPEAKER_01,I've always wanted to be good at music.,91.412,93.0
SPEAKER_01," All right, so it sounds like you're in band and a few other musical ensembles.",94.565,98.98
SPEAKER_01, Any other hobbies you have or things you like to do for fun?,99.442,102.518
SPEAKER_01," You know, just hanging out with my friends or go to the beach, things like that.",104.044,108.0
SPEAKER_01, Mm-hmm.,108.122,108.694
SPEAKER_01, Just kind of everyday sort of stuff.,109.848,111.0
SPEAKER_01, Yeah.,111.0,111.102
SPEAKER_01, Okay.,112.0,112.465
SPEAKER_01,Tell me a little bit about your family.,112.485,113.778
SPEAKER_01," Well, I have one older brother.",114.882,116.246
SPEAKER_01,"He's about eight and a half years older than me, my parents, and I have a dog.",116.286,121.158
SPEAKER_01, Cute.,122.041,122.143
SPEAKER_01,What kind of dog?,122.449,122.898
SPEAKER_01, He's a golden retriever.,123.0,123.959
SPEAKER_01," Oh, nice.",124.041,124.265
SPEAKER_01, My big boy.,125.404,126.051
SPEAKER_01, Very fun.,127.462,127.965
SPEAKER_01,"All right, and how are things going in school for you?",128.508,130.739
SPEAKER_01, Pretty good.,131.221,131.723
SPEAKER_01,Grades have been pretty all right.,132.064,133.972
SPEAKER_01,Still like 3.7-ish.,134.635,135.578
SPEAKER_01," Okay, great.",136.983,137.766
SPEAKER_01,So you're doing well.,137.786,138.488
SPEAKER_01,What sorts of goals do you have for after college or after high school?,138.97,142.0
