speaker_id,utterance,start,end
SPEAKER_00," Hi, Lisa.",15.017,15.257
SPEAKER_00,How you doing today?,15.277,15.978
SPEAKER_01,I'm doing okay.,16.939,17.519
SPEAKER_00, You're doing okay?,18.0,18.444
SPEAKER_01,Yeah.,18.787,18.969
SPEAKER_00, I understand you're here to receive counseling services.,20.241,23.856
SPEAKER_01, My boss sent me here.,24.72,25.646
SPEAKER_00,Your boss sent you here?,26.008,26.813
SPEAKER_00, What's going on with you and your boss?,28.768,29.92
SPEAKER_01, It's not even between me and my boss.,31.325,33.271
SPEAKER_01,I'm a good worker at my job.,34.154,35.84
SPEAKER_01," I get everything done on time, but they're calling me inflexible and a perfectionist.",36.883,41.817
SPEAKER_00, All right.,43.825,44.126
SPEAKER_00,So who's calling you inflexible and a perfectionist?,44.166,46.92
SPEAKER_01," Well, my boss has called me that.",47.824,49.169
SPEAKER_01,I've had several coworkers.,49.189,51.92
SPEAKER_01," There was a recent incident where somebody wanted to change days with me, but I told them the schedule's out.",53.063,60.259
SPEAKER_01, I'm supposed to be here on Wednesday.,61.06,62.443
SPEAKER_01,You can't change it.,63.304,64.547
SPEAKER_01,It's right there.,66.009,66.55
SPEAKER_01,Black and white.,66.57,67.532
SPEAKER_01,I work Wednesday.,67.913,68.774
SPEAKER_01,You can't change that.,68.995,69.816
SPEAKER_00, And they felt that it would have been more reasonable to change?,71.96,77.298
SPEAKER_01," Well, they wanted to change, and I really don't agree with that.",77.92,81.607
SPEAKER_01,"If they needed a certain day off, they need to go through the order of command and ask for a day off.",81.907,87.758
SPEAKER_00, And they didn't do that and said they asked you to switch days.,89.262,91.497
SPEAKER_01, And then they called me inflexible because I got upset about it.,91.92,94.39
SPEAKER_00, In what way did you get upset?,97.526,98.536
SPEAKER_01," Well, I told them.",99.522,100.444
SPEAKER_01,"I said that's irresponsible, that they didn't think ahead, that they wanted to change with me.",100.604,106.218
SPEAKER_01, I am there at a certain time.,107.441,108.644
SPEAKER_01,I am there from 8 in the morning till 5 in the afternoon.,108.704,111.43
SPEAKER_01,I take my lunch at 12 o'clock.,111.45,113.054
SPEAKER_01,That is my Wednesday.,113.815,114.737
SPEAKER_01, That's always been my Wednesday.,116.602,117.906
SPEAKER_01,I don't know why they want to upset that.,118.367,119.931
SPEAKER_00, All right.,123.603,123.824
SPEAKER_00,"So that upset you and that upset them, that whole incident?",123.844,127.759
SPEAKER_00, Yes.,128.696,128.879
SPEAKER_00, Anything else that your boss may have as a reason for...?,129.241,133.493
SPEAKER_01," They call me a perfectionist because I like the things done by the book, which I think makes me a great worker.",136.141,142.158
SPEAKER_01, Because I get everything done on deadlines.,142.92,146.43
