speaker_id,utterance,start,end
," Hello, Alison.",0.0,0.245
, How are you doing today?,1.0,1.469
, I'm good.,2.0,2.163
, How are you?,3.0,3.224
, I'm doing well.,4.0,4.286
, Thanks for asking.,5.0,5.347
, I was hoping we could start today by beginning your treatment plan.,6.0,7.325
, Okay.,11.0,11.082
SPEAKER_01," I don't know if you remember from the first session that I had told you about, but I was  hoping we could start today by beginning your treatment plan.",14.586,23.899
SPEAKER_01, Okay.,24.143,24.816
SPEAKER_01, I don't know if you remember from the first session that I had told you around session  four that we would start your treatment plan and try to finish it around session five.,25.221,36.037
, Okay.,37.122,37.408
SPEAKER_01, Yes.,38.02,38.224
SPEAKER_01," So the treatment plan, I usually like the treatment plan to have two or three goals  and each goal has some objectives.",39.0,44.832
SPEAKER_01, So today I thought we'd just work on one goal.,46.0,47.859
SPEAKER_01, Okay.,48.0,48.122
SPEAKER_01, All right.,49.184,49.918
SPEAKER_01, And I'll kind of get that down and then give you some time to think about it until next  week and then kind of work on the other goals from there.,50.281,58.0
SPEAKER_01, We'll finish off the treatment plan next week.,58.222,60.0
SPEAKER_01, Okay.,60.49,60.714
SPEAKER_01, That sounds good.,61.327,61.98
SPEAKER_01, That sound okay to you?,62.0,62.673
SPEAKER_01, Yes.,63.163,63.694
SPEAKER_01, So the goal is kind of like your overarching goal for therapy in general.,64.201,70.037
SPEAKER_01, Okay.,71.306,71.959
SPEAKER_01, All right.,72.0,72.265
SPEAKER_01, Which I'm going to note too are specific tasks you can do that will help you achieve that  goal.,74.0,81.959
SPEAKER_01, Okay.,82.0,82.082
SPEAKER_01," So they're specific, they're measurable, and we hope they're achievable.",83.06,87.92
SPEAKER_01, Okay.,88.673,88.939
SPEAKER_01, Does that make sense?,89.102,89.918
SPEAKER_01, Yes.,90.061,90.204
SPEAKER_01, So you have like an overall goal in mind for our counseling sessions?,91.201,97.576
SPEAKER_00, Yes.,100.313,100.636
SPEAKER_00," I would like to be able to kind of, I've been feeling a little depressed and I would really  like to be able to reduce those, you know, the depression.",102.0,113.217
SPEAKER_01, So reduce feelings of depression?,114.725,116.98
SPEAKER_01, Yes.,117.061,117.286
SPEAKER_01, That would be your goal.,118.0,118.653
SPEAKER_01, Okay.,119.163,119.612
SPEAKER_01, Yes.,120.0,120.082
SPEAKER_01, Sounds like a good goal.,121.0,122.0
SPEAKER_01, Okay.,122.082,122.429
SPEAKER_01," So what objectives, what tasks do you think that you could do that would help you to feel  less depressed?",123.341,134.589
SPEAKER_00," I guess maybe some sort of physical activity, maybe like walking.",141.321,149.0
SPEAKER_00," I like to be outside, so maybe walking could be one.",150.0,154.859
SPEAKER_01, Okay.,155.531,155.735
SPEAKER_01, Have you had a plan before where you've walked regularly?,157.064,160.719
SPEAKER_00," You know, I used to.",161.667,162.677
SPEAKER_00, I did.,163.525,163.848
SPEAKER_00, And it would give me some relief because I was able to clear my mind whenever I was walking.,165.341,172.619
SPEAKER_00," So yes, yes.",174.685,176.376
SPEAKER_00, I've had success with walking before.,177.06,179.275
SPEAKER_01, So walking has worked before?,180.082,181.0
SPEAKER_01, Yes.,181.041,181.102
SPEAKER_01, And you've noticed that you're walking less since you've had a feelings of depression?,182.623,186.0
SPEAKER_00, I have been.,186.388,186.857
SPEAKER_00, I really haven't been doing too much of anything.,187.162,189.0
SPEAKER_00," I've just been kind of at home doing homework, stressing out over getting homework done because  I'm back in school and it's been so stressful and overwhelming.",189.2,204.0
SPEAKER_00," Like I said, it's just kind of got me in this little funk, this depressed mood.",204.08,209.599
SPEAKER_01," Well, since you're on the topic of homework, is there something you think you can do there?",211.486,214.859
SPEAKER_01, You mentioned that it's stressful and overwhelming and that sounds like the type of feelings  that are related to depression sometimes.,215.0,222.497
SPEAKER_01, Do you find that kind of being stressed about the homework is?,224.421,228.656
SPEAKER_00," Yeah, because you know, it's so much work to be done and sometimes I get several assignments  due and at the same time I find myself rushing to get assignments in and you know, it can  just be a little daunting.",230.702,248.919
SPEAKER_00, It's just overwhelming sometimes.,249.041,250.0
SPEAKER_00," So yeah, and I don't know, maybe if I spaced it out and you know, took, you know, did some  time management or something like that, I don't know, to kind of help me with that.",250.261,264.96
SPEAKER_01, So you feel like maybe you're starting the homework late compared to when it's due?,265.0,269.0
SPEAKER_01," Yeah, yeah.",269.687,270.879
SPEAKER_01," So that's where the feeling, maybe overwhelmed?",271.644,273.98
SPEAKER_00," Yes, I would say that.",274.687,275.737
, Yeah.,276.102,276.776
SPEAKER_01," So yeah, you're right, it sounds like this is just an organizational thing, right?",277.583,280.98
