speaker_id,utterance,start,end
," Hi Jackie, how are you doing today?",0.0,0.662
," I'm okay, how about you?",7.0,7.441
SPEAKER_00," I'm doing well, thanks for asking.",14.501,18.971
SPEAKER_00,I understand you've been having some difficulties recently  that have brought you into the agency.,20.094,25.436
SPEAKER_01," Yeah, I'm recently married, and so my husband and I moved in together, and up until then  I've lived by myself my whole adult life.",26.361,38.928
SPEAKER_01,So apparently the craziest things have been  happening while I've been sleeping.,39.009,44.803
SPEAKER_01,"Several nights I've woken him up screaming, I'm screaming.",47.768,54.639
SPEAKER_01," Apparently very vulgar, profanity words.",55.341,59.771
SPEAKER_01,So that's a little alarming to him.,60.813,62.697
SPEAKER_01, And I've even been hitting him in the middle of the night.,64.742,68.595
SPEAKER_01, He's waking up with these huge bruises on his arms.,70.683,73.715
SPEAKER_01," So yeah, apparently my behavior in the middle of the night is a little out of hand.",75.501,80.315
SPEAKER_00, So I can understand why that would be distressing.,82.402,84.492
SPEAKER_00,Have you seen a physician about this?,84.553,85.96
SPEAKER_01," Yes, I participated in a sleep study.",86.744,89.578
SPEAKER_00, What did they say?,90.49,90.959
SPEAKER_01, They rolled out some other things and thought that maybe it was a behavior sleep disorder.,91.221,96.94
SPEAKER_01, So they referred me to them.,97.12,100.831
SPEAKER_01,"I'm still working with them, they're still running some tests and everything.",100.871,104.0
SPEAKER_01, But they thought maybe there were some other stressors or underlying things.,104.703,108.859
SPEAKER_00, That might be going on?,109.265,110.0
SPEAKER_01, Mm-hmm.,110.04,110.303
SPEAKER_00, So what would you like from counseling?,112.08,115.209
SPEAKER_00,What would a goal be?,115.811,116.914
SPEAKER_01," Well, I'm just a little worried that it's going to affect my marriage and that my husband will not be able to deal with it.",119.181,125.639
SPEAKER_01, So I would just really like to figure out how to keep my relationship with him successful with it.,126.661,135.92
SPEAKER_01, And overcome these issues.,136.262,138.96
SPEAKER_00, All right.,140.041,140.862
SPEAKER_00,"So after you were yelling things or you hit him, like you're asleep during this time, when you wake up, what's going through your mind then?",142.304,154.459
SPEAKER_01," Usually I wake up and he's like, what are you doing?",156.645,159.874
SPEAKER_01,I was having the worst dream.,160.436,161.619
SPEAKER_01, So those dreams are kind of what he's telling me are aligning what my behavior is.,162.602,168.96
SPEAKER_01, My dreams are aligning with those.,169.02,169.889
SPEAKER_01, So I don't feel anything.,171.481,176.253
SPEAKER_01,It doesn't feel like I've been doing anything.,176.293,178.92
SPEAKER_01," I have fallen out of bed a couple times and woken up, but no people do that.",180.04,183.07
SPEAKER_01,So I didn't really think anything of it.,183.13,185.559
SPEAKER_00, But now you're starting to wonder.,186.0,187.354
SPEAKER_01, Yeah.,188.161,188.522
SPEAKER_01,It's a little strange.,188.763,190.329
SPEAKER_01,It's a little concerning.,190.349,192.337
SPEAKER_00, You're starting to wonder if you didn't have this disorder before.,193.0,195.074
SPEAKER_01, Yeah.,196.06,196.241
SPEAKER_01,"I mean, I wouldn't have known.",196.261,198.831
SPEAKER_01,I've lived by myself.,198.851,200.538
SPEAKER_01, But before I had fallen out of bed a couple times and my sheets and pillows are always everywhere when I wake up.,201.241,208.88
SPEAKER_01, But I didn't really think anything of it.,209.0,210.707
SPEAKER_01,So I'm kind of making the connections now.,210.747,212.835
SPEAKER_00, So he's been paying attention to what's going on with your sleep.,214.822,220.516
SPEAKER_00," Does the episode of yelling or moving around, does it happen in a certain time limit?",222.441,229.0
SPEAKER_00, Does it happen right after you go to sleep or a while after you go to sleep?,229.04,233.0
SPEAKER_01," In the middle of the night, he said at first he thought I was joking around.",234.885,239.96
SPEAKER_01," But yeah, in the middle of the night I'm just waking him up.",240.0,246.0
SPEAKER_00," Does it ever happen when you take a nap, like a short nap?",248.028,250.398
SPEAKER_01, No.,251.964,252.225
SPEAKER_01,It's never happened then.,252.245,254.474
SPEAKER_01,Not that I know of anyway.,255.036,255.96
SPEAKER_01, He's usually around when I'm on the couch napping and he says it hasn't happened then.,257.201,261.498
SPEAKER_00, So only at night when you're sleeping overnight and in the middle of that sleep.,263.665,268.699
SPEAKER_01, Yeah.,269.04,269.586
SPEAKER_00, Would you be okay with signing a release so I can communicate with your physician?,272.506,275.98
SPEAKER_00, Of course.,276.222,276.525
SPEAKER_00,Yeah.,276.545,276.646
SPEAKER_00, And do you want your husband to be part of the counseling?,279.467,282.0
SPEAKER_01," Yeah, that would probably be helpful for him to come in.",282.462,284.452
SPEAKER_01,He can get his side of things too.,284.492,285.94
SPEAKER_00, And you'd be okay signing a release for him?,286.02,287.758
SPEAKER_00," Yes, yes, of course.",288.0,288.606
SPEAKER_00, So I'll get you scheduled in to see a counselor.,291.427,293.799
SPEAKER_00, I appreciate you telling me what's going on.,295.687,297.313
SPEAKER_00,It's been helpful.,297.333,298.639
SPEAKER_00, Thank you.,299.082,299.469
